dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
1.220279,0.4775083148020941,0.10482666014677518,0.4547003372491491,10,10,842,1206,15.57021,62,252,4969.355469,7119.683594,2,2,135.586556,126.104219,8736.243618,185.179125,255,3937938648,39944575,255,0.132376,0.084315,0.048061,84,121,1,138,3,1,1,1,1,3,0,0,1,1,3,0,0
6e-06,0.3597621791961129,0.5484509436378666,0.45188281271223607,2,0,156,0,166666.6608,254,0,104000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,3,2,2,1,1,3,0,0,0,2,3,0,1
0.543665,0.4775083148020941,0.10482666014677518,0.4547003372491491,10,8,846,1284,31.269256,62,252,11212.78711,16539.59766,2,2,60.407222,76.408,4055.740005,154.394891,255,3686551236,894231673,255,0.051334,0.008107,0.043227,85,161,1,214,1,1,1,1,1,1,0,0,1,1,1,0,1
1e-05,0.3597621791961129,0.5484509436378666,0.45188281271223607,2,0,1092,0,100000.0025,254,0,436800000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,546,0,0,0,32,2,8,8,1,32,0,0,0,9,32,0,0
6e-06,0.3597621791961129,0.5484509436378666,0.45188281271223607,2,0,984,0,166666.6608,254,0,656000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,492,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,1
1.521639,0.4775083148020941,0.026813053754176804,0.4547003372491491,32,20,16313,1718,33.516491,62,252,83089.35156,8585.479492,13,8,49.08513,78.336898,2953.672154,93.513219,255,2238021738,3185212323,255,0.065052,0.032544,0.032508,510,86,0,0,1,1,1,1,1,1,0,0,0,2,1,0,1
0.934012,0.4775083148020941,0.5484509436378666,0.4547003372491491,10,8,2530,354,18.201051,254,252,19502.96094,2655.212158,2,1,103.779111,122.517859,7854.350136,182.580938,255,802095294,2052554699,255,0.124118,0.075743,0.048375,253,44,0,0,6,1,2,1,1,5,0,0,0,1,6,0,1
9e-06,0.06053796866571197,0.5484509436378666,0.45188281271223607,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,4,6,0,1
3e-06,0.0005122771885296481,0.5484509436378666,0.45188281271223607,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,3,6,0,1
9e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,12,11,11,11,0,0,0,11,11,0,1
0.001061,0.3597621791961129,0.2664656366790467,0.07813779480193889,2,2,132,164,2827.521083,31,29,497643.7188,618284.625,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,2,0,1,2,1,2,0,0,0,9,2,0,0
8e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,21,21,10,35,0,0,0,21,35,0,1
0.080667,0.4775083148020941,0.5484509436378666,0.4547003372491491,24,24,2024,4312,582.642245,31,29,192395.9063,409882.625,6,6,3.49113,3.480087,357.159156,10.76474,255,1588246959,3733947660,255,0.000765,0.000619,0.000146,84,180,0,0,7,0,3,1,1,4,0,0,0,1,8,0,0
1.038175,0.4775083148020941,0.10482666014677518,0.4547003372491491,14,18,1684,10168,29.860091,31,29,12051.91797,74006.78906,3,5,79.816075,61.038706,8769.844622,7679.812724,255,2078087038,2079048797,255,0.000739,0.000514,0.000225,120,565,1,3924,3,0,6,3,1,4,0,0,1,4,1,0,0
0.001043,0.3597621791961129,0.5484509436378666,0.07813779480193889,2,2,130,162,2876.318242,31,29,498561.8438,621284.75,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,10,0,3,1,1,3,0,0,0,3,6,0,0
2e-06,0.3597621791961129,0.5484509436378666,0.45188281271223607,2,0,104,0,500000.0013,254,0,208000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,1,0,0,0,1,3,0,1
9e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,16,16,16,34,0,0,0,16,33,0,1
0.001056,0.3597621791961129,0.2664656366790467,0.07813779480193889,2,2,146,178,2840.909069,31,29,553030.3125,674242.4375,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,2,1,1,1,0,0,0,4,2,0,0
1.154325,0.4775083148020941,0.5484509436378666,0.4547003372491491,10,8,564,354,14.727221,254,252,3520.672119,2148.44165,2,1,123.321556,154.925141,8043.853534,206.1655,255,1461351795,3320671397,255,0.137337,0.069843,0.067494,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
9e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,8,8,8,28,0,0,0,8,28,0,1
0.943743,0.4775083148020941,0.5484509436378666,0.4547003372491491,10,8,564,354,18.013379,254,252,4306.257324,2627.833984,2,1,100.302222,120.79943,6572.422686,160.457437,255,2344565376,2221058170,255,0.155201,0.098144,0.057057,56,44,0,0,2,1,2,2,2,2,0,0,0,2,3,0,1
9e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,18,17,17,33,0,0,0,17,33,0,1
2.070406,0.4775083148020941,0.5484509436378666,0.4547003372491491,12,8,1110,738,9.176944,254,252,3933.528076,2496.128906,3,2,184.611273,280.777,12101.57134,532.861813,255,3489522022,3369340153,255,0.176573,0.104958,0.071615,93,92,0,0,1,1,1,1,1,2,0,0,0,2,2,0,1
8e-06,0.0009741028357647095,0.5484509436378666,0.45188281271223607,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,7,0,0,0,2,6,0,1
9e-06,0.3597621791961129,0.5484509436378666,0.45188281271223607,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
3e-06,0.06053796866571197,0.5484509436378666,0.45188281271223607,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,2,7,0,1
0.001713,0.3597621791961129,0.5484509436378666,0.07813779480193889,4,4,520,304,4086.39812,31,29,1821366.0,1064798.625,0,0,0.443333,0.205667,0.619896,0.2845,0,0,0,0,0.0,0.0,0.0,130,76,0,0,17,0,3,1,1,3,0,0,0,5,6,0,0
1.244232,0.4775083148020941,0.5484509436378666,0.4547003372491491,10,8,564,354,13.663046,254,252,3266.271729,1993.197266,2,1,134.891,161.770281,9748.840855,223.547328,255,405668645,3637652230,255,0.180711,0.111831,0.06888,56,44,0,0,3,1,1,1,1,1,0,0,0,2,1,0,1
9e-06,0.3597621791961129,0.5484509436378666,0.45188281271223607,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,5,2,2,4,0,0,0,2,12,0,1
0.814728,0.4775083148020941,0.5484509436378666,0.4547003372491491,10,8,564,354,20.865859,254,252,4988.16748,3043.960693,2,1,90.422444,112.729141,6485.56973,151.292516,255,862211022,3839335785,255,0.046651,0.025618,0.021033,56,44,0,0,6,1,1,1,1,1,0,0,0,3,1,0,1
1.87984,0.4775083148020941,0.10482666014677518,0.4547003372491491,10,12,768,3980,11.171163,62,252,2944.931396,15528.98145,2,3,208.871111,157.943909,12595.40972,10483.27374,255,3732094913,4164509000,255,0.207738,0.085334,0.122404,77,332,1,1506,2,1,1,1,1,1,0,0,1,1,1,0,1
0.618444,0.4775083148020941,0.020921866086085854,0.4547003372491491,8,10,364,3754,27.488341,62,252,4126.484863,43709.69531,1,3,88.349141,61.394333,6228.433388,5147.58194,255,4080363629,1681256865,255,0.073719,0.055468,0.018251,46,375,0,0,1,1,4,1,1,2,0,0,0,2,1,0,1
3e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,11,11,6,36,0,0,0,11,36,0,1
9e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,23,23,11,23,0,0,0,25,23,0,1
0.001034,0.3597621791961129,0.2664656366790467,0.07813779480193889,2,2,146,178,2901.354085,31,29,564796.9375,688588.0625,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,1,1,1,0,0,0,2,5,0,0
9e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,7,7,7,7,0,0,0,7,7,0,1
0.861254,0.4775083148020941,0.10482666014677518,0.4547003372491491,10,8,838,1090,19.738661,62,252,7013.029785,8861.49707,2,2,95.694889,108.881141,5080.865914,156.144781,255,1236529285,1729373013,255,0.213265,0.09824,0.115025,84,136,1,124,3,1,1,1,1,3,0,0,1,1,3,0,0
0.501504,0.4775083148020941,0.5484509436378666,0.4547003372491491,10,6,542,268,29.91003,254,252,7784.583984,3573.251709,2,1,50.63,91.142602,2982.391333,137.754672,255,1614965094,2815032834,255,0.093922,0.045787,0.048135,54,45,0,0,2,1,2,2,1,2,0,0,0,18,2,0,0
9e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,18,17,17,26,0,0,0,18,26,0,1
1.107277,0.4775083148020941,0.5484509436378666,0.4547003372491491,46,12,50387,526,51.477632,254,252,356131.2813,3489.641602,20,1,22.898111,91.775,2134.574571,117.614773,255,1206230424,2278050943,255,0.175629,0.097741,0.077888,1095,44,0,0,3,1,1,1,1,2,0,0,0,1,2,0,1
1.127228,0.4775083148020941,0.5484509436378666,0.4547003372491491,10,8,756,354,15.081243,254,252,4833.094727,2200.087158,2,1,119.652222,146.988141,6944.526574,215.804656,255,2544358362,2647372284,255,0.150378,0.0983,0.052078,76,44,0,0,1,1,2,1,1,1,0,0,0,1,4,0,1
8e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,27,27,13,34,0,0,0,27,34,0,1
5e-06,0.0005122771885296481,0.5484509436378666,0.45188281271223607,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,14,7,0,1
0.925784,0.4775083148020941,0.10482666014677518,0.4547003372491491,10,8,1130,1064,18.362815,254,252,8788.227539,8045.073242,2,2,102.855222,114.31657,5467.338764,188.725313,255,883181507,1110651644,255,0.307389,0.125564,0.181825,113,133,1,98,2,1,1,1,1,1,0,0,1,2,1,0,1
4.447174,0.4775083148020941,0.005929996546009865,0.4547003372491491,114,668,5002,857045,175.617142,62,252,8920.72168,1539426.125,7,332,39.355524,6.65473,2253.737779,929.902595,255,3750142568,3829457025,255,0.052059,0.007687,0.044372,44,1283,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.854988,0.4775083148020941,0.10482666014677518,0.4547003372491491,14,6,6806,268,22.222535,254,252,59135.33594,2095.935791,4,1,62.682923,154.257406,4081.821402,257.164453,255,2791814011,153641415,255,0.174794,0.083698,0.091096,486,45,1,0,2,1,1,1,1,2,0,0,1,1,2,0,1
0.004839,0.3597621791961129,0.5484509436378666,0.07813779480193889,4,4,568,304,1446.579924,31,29,704277.75,376937.4063,0,0,1.248,1.112333,1.755041,1.561056,0,0,0,0,0.0,0.0,0.0,142,76,0,0,10,0,4,1,1,3,0,0,0,4,6,0,0
8e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,13,13,13,13,0,0,0,13,13,0,1
0.009182,0.3597621791961129,0.5484509436378666,0.07813779480193889,4,4,568,304,762.361174,31,29,371160.9688,198649.5469,0,0,2.199333,2.608333,3.10467,3.680963,0,0,0,0,0.0,0.0,0.0,142,76,0,0,7,0,1,1,1,1,0,0,0,1,1,0,0
0.56853,0.4775083148020941,0.5484509436378666,0.4547003372491491,10,6,700,268,26.383831,254,252,8864.966797,3151.988281,2,1,60.569222,103.357398,3031.913373,157.365125,255,2020813156,2171225019,255,0.122941,0.051738,0.071203,70,45,0,0,3,1,1,1,1,1,0,0,0,7,1,0,1
0.315476,0.4775083148020941,0.10482666014677518,0.4547003372491491,12,8,1830,828,60.226451,254,252,42551.57422,18384.91602,3,2,27.437727,44.14957,1527.57054,64.328535,255,3381911633,1645207930,255,0.051439,0.006419,0.04502,153,104,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
9e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,33,32,19,32,0,0,0,32,32,0,1
5e-06,0.3597621791961129,0.5484509436378666,0.45188281271223607,2,0,1064,0,200000.0051,254,0,851200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,40,2,14,14,1,40,0,0,0,14,40,0,0
4e-06,0.0005122771885296481,0.5484509436378666,0.45188281271223607,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,2,2,5,0,0,0,3,4,0,1
0.191111,0.4775083148020941,0.10482666014677518,0.4547003372491491,10,6,868,268,78.488418,254,252,32734.90234,9376.75,2,1,19.890667,35.073,1070.271561,60.906711,255,3653461578,4128304253,255,0.061806,0.015737,0.046069,87,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
1.129534,0.4775083148020941,0.10482666014677518,0.4547003372491491,14,18,1684,10168,27.444946,31,29,11077.13477,68020.96875,3,5,86.858695,66.415706,8826.732447,7730.012563,255,1482671830,1483620693,255,0.000592,0.000463,0.000129,120,565,1,3924,2,0,7,1,1,4,0,0,1,4,3,0,0
8e-06,0.3597621791961129,0.5484509436378666,0.45188281271223607,2,0,286,0,125000.0003,254,0,143000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,143,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,0
0.992029,0.4775083148020941,0.10482666014677518,0.4547003372491491,10,8,858,1102,17.136596,62,252,6233.688477,7782.030273,2,2,110.225444,127.022859,6126.701049,202.443625,255,3824977685,1524978132,255,0.220524,0.10215,0.118374,86,138,1,130,1,1,1,1,1,1,0,0,1,1,1,0,0
5e-06,0.0005122771885296481,0.5484509436378666,0.45188281271223607,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,4,4,4,17,0,0,0,4,12,0,1
5e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,22,22,11,27,0,0,0,22,27,0,1
0.000991,0.3597621791961129,0.2664656366790467,0.07813779480193889,2,2,132,164,3027.245271,31,29,532795.1875,661957.625,0,0,0.009,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,2,0,3,2,1,2,0,0,0,10,2,0,0
0.034912,0.4775083148020941,0.5484509436378666,0.4547003372491491,66,68,3926,57474,3809.578222,31,29,886113.625,12976397.0,7,27,0.532031,0.513433,30.989132,30.344411,255,1504560560,1516189214,255,0.000647,0.000508,0.000139,59,845,0,0,12,0,2,1,1,1,0,0,0,6,6,0,0
3.794777,0.4775083148020941,0.5484509436378666,0.4547003372491491,10,8,958,354,4.479842,254,252,1819.342773,653.529846,2,1,421.542889,529.611437,28697.21934,976.6085,255,2955247911,1147328737,255,0.157371,0.087496,0.069875,96,44,0,0,9,1,4,2,1,6,0,0,0,4,9,0,0
6e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,46,2,43,43,25,46,0,0,0,44,46,0,1
1.113088,0.4775083148020941,0.10482666014677518,0.4547003372491491,12,18,1580,10168,26.053645,31,29,10414.27051,69025.98438,3,5,101.158821,65.44653,9588.392746,7723.931058,255,2516164880,367530396,255,0.000618,0.000492,0.000126,132,565,1,3924,5,0,2,1,1,1,0,0,1,3,2,0,0
8e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,17,17,17,24,0,0,0,17,24,0,1
0.004752,0.4775083148020941,0.5484509436378666,0.4547003372491491,18,18,3936,2456,7365.320078,31,29,6259259.5,3905724.0,7,7,0.261765,0.251765,13.249904,0.34455,255,1875342382,4023738770,255,0.000588,0.00047,0.000118,219,136,0,0,7,0,4,1,1,3,0,0,0,6,4,0,0
4e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,34,33,16,33,0,0,0,33,33,0,1
0.575579,0.4775083148020941,0.5484509436378666,0.4547003372491491,10,8,2066,354,29.535477,254,252,25852.22852,4308.705078,2,1,57.540889,73.591,3951.903075,112.182789,255,919534360,647917430,255,0.11814,0.060434,0.057706,207,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.953459,0.4775083148020941,0.5484509436378666,0.4547003372491491,10,10,608,646,19.927443,254,252,4597.995117,4883.272461,2,3,101.449667,96.587445,5771.679066,150.183562,255,1771980416,1511157843,255,0.176159,0.084171,0.091988,61,65,0,0,4,1,1,1,1,2,0,0,0,2,2,0,1
1.131166,0.4775083148020941,0.5484509436378666,0.4547003372491491,12,10,1012,794,18.564915,254,252,6563.13916,5056.729004,3,2,102.726185,118.158555,6716.395609,187.579797,255,259083710,2419784506,255,0.159633,0.067738,0.091895,84,79,0,0,3,1,1,1,1,3,0,0,0,1,3,0,1
0.172801,0.4775083148020941,0.5484509436378666,0.4547003372491491,122,126,7818,15180,1429.389853,31,29,358979.4063,697218.1875,30,32,1.474026,1.378552,151.914898,145.230282,255,2385617294,237024616,255,0.000603,0.000478,0.000125,64,120,0,0,6,0,2,1,1,1,0,0,0,1,9,0,0
0.536266,0.4775083148020941,0.5484509436378666,0.4547003372491491,12,12,1144,5706,42.889161,254,252,15648.94922,78035.89844,3,3,48.751455,42.652909,3277.993021,3197.081902,255,3729017035,1995332173,255,0.096889,0.049613,0.047276,95,476,0,0,1,1,1,1,1,1,0,0,0,1,2,0,1
0.409089,0.4775083148020941,0.10482666014677518,0.4547003372491491,10,8,802,1170,41.55575,62,252,14119.17676,20024.98242,2,2,45.454333,48.54043,2217.58239,67.10843,255,790395398,4065948248,255,0.088431,0.054391,0.03404,80,146,1,178,6,1,4,4,4,6,0,0,16,4,6,0,0
1.005595,0.4775083148020941,0.10482666014677518,0.4547003372491491,12,18,1580,10168,28.838649,31,29,11527.50391,76404.51563,3,5,91.387457,59.121938,9529.816579,7673.749714,255,3181948860,3182985911,255,0.000656,0.000517,0.000139,132,565,1,3924,1,0,4,1,1,3,0,0,1,6,3,0,0
3e-06,0.06053796866571197,0.5484509436378666,0.45188281271223607,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,2,2,4,0,0,0,5,3,0,1
8e-06,0.0005122771885296481,0.5484509436378666,0.45188281271223607,2,0,180,0,125000.0003,254,0,90000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,9,9,9,10,0,0,0,9,10,0,1
9e-06,0.06053796866571197,0.5484509436378666,0.45188281271223607,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,4,3,3,9,0,0,0,5,7,0,1
1.533244,0.4775083148020941,0.5484509436378666,0.4547003372491491,10,8,534,354,11.087602,254,252,2509.711426,1617.485474,2,1,167.905,206.610141,9475.988644,351.424094,255,3595004713,1589160421,255,0.211694,0.086965,0.124729,53,44,0,0,2,1,1,1,1,1,0,0,0,1,3,0,0
0.020495,0.4775083148020941,0.026813053754176804,0.4547003372491491,52,40,37152,3276,4440.107481,31,29,14223177.0,1247133.5,18,8,0.410184,0.512333,22.196307,0.987262,255,752629810,755378429,255,0.000616,0.000509,0.000107,714,82,0,0,1,0,3,1,1,4,0,0,0,4,1,0,0
5e-06,0.0005122771885296481,0.5484509436378666,0.45188281271223607,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,23,2,6,6,6,6,0,0,0,8,18,0,1
5e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,14,14,14,23,0,0,0,14,23,0,1
0.80564,0.4775083148020941,0.01932682120361854,0.4547003372491491,10,8,522,496,21.101237,254,252,4667.097168,4309.617188,2,2,83.659667,98.934859,4535.801591,125.002086,255,1284335225,3292909869,255,0.241295,0.113093,0.128202,52,62,0,0,1,1,1,1,1,2,0,0,0,1,1,0,1
0.423787,0.4775083148020941,0.10482666014677518,0.4547003372491491,10,8,852,1096,40.114492,62,252,14478.97168,18103.43359,2,2,47.087444,45.662,2431.086136,67.850445,255,2697595313,2259109592,255,0.118991,0.087887,0.031104,85,137,1,126,3,1,1,1,1,3,0,0,1,1,3,0,0
8e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,32,32,14,32,0,0,0,32,32,0,1
2.02127,0.4775083148020941,0.10482666014677518,0.4547003372491491,10,10,802,1200,9.400031,62,252,2857.609375,4274.540039,2,2,224.470333,213.163563,15697.15666,355.760844,255,1586862744,3197181858,255,0.180615,0.102789,0.077826,80,120,1,154,2,1,2,2,2,2,0,0,4,2,2,0,0
1.264006,0.4775083148020941,0.5484509436378666,0.4547003372491491,28,26,3970,3422,41.93018,254,252,24234.0625,20829.01563,11,11,46.815037,50.26448,2555.779532,65.45559,255,2081014973,1156747648,255,0.053028,0.006763,0.046265,142,132,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.200003,0.4775083148020941,0.5484509436378666,0.4547003372491491,22,24,3880,2768,224.996627,31,29,148157.7813,106118.4063,7,7,9.508476,8.674782,675.14373,18.360541,255,2934705539,788290887,255,0.001093,0.000476,0.000617,176,115,0,0,19,0,9,1,1,8,0,0,0,14,10,0,0
1.502288,0.4775083148020941,0.026813053754176804,0.4547003372491491,250,54,308768,3186,201.692354,62,252,1637678.0,16651.93359,122,8,6.078259,28.028566,695.215234,38.225781,255,1159997010,3022068031,255,0.033777,0.016767,0.01701,1235,59,0,0,1,1,8,1,1,1,0,0,0,1,1,0,1
9e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,26,26,15,26,0,0,0,26,26,0,1
0.207956,0.4775083148020941,0.10482666014677518,0.4547003372491491,10,8,806,1256,81.748062,62,252,27928.98438,42278.17578,2,2,23.000333,26.98,1186.919699,42.517609,255,3273827335,2900645638,255,0.037213,0.019087,0.018126,81,157,1,218,1,1,1,1,1,1,0,0,1,1,1,0,1
3e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,13,13,13,30,0,0,0,14,30,0,1
0.807298,0.4775083148020941,0.020921866086085854,0.4547003372491491,8,6,364,268,16.103099,62,252,3161.162354,2219.750244,1,1,115.197862,147.762203,7230.362584,261.431328,255,3482840193,2644546381,255,0.155677,0.068479,0.087198,46,45,0,0,1,1,2,1,1,2,0,0,0,3,1,0,1
1.385788,0.4775083148020941,0.5484509436378666,0.4547003372491491,32,16,29018,850,33.915722,254,252,162287.4531,4600.992676,13,4,44.70284,82.711797,3556.252141,116.781531,255,3476919394,1551932138,255,0.146021,0.076393,0.069628,907,53,0,0,3,1,1,1,1,3,0,0,0,1,3,0,0
4e-06,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,14,14,14,32,0,0,0,14,32,0,1
1.1e-05,0.3597621791961129,0.2664656366790467,0.45188281271223607,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,8,7,4,7,0,0,0,7,15,0,1
